FBdate,FBnews,FBsource
03/03/14,DJ pressetext.de: Facebook: User motzen Bilder vor dem Posten auf - Vor allem Frauen bearbeiten Selfies - Hang zum perfekten Aussehen,DJPA
03/02/14,Upcast Social Expands APAC Presence with Singapore Office,PRNE
02/27/14,Facebook Store All-in-One SEO Social Media Marketing Platform App Now Available from Skyline Apps,PRN
02/25/14,Facebook CEO Mark Zuckerberg: Philippines a successful test bed for internet.org initiative with Globe Telecom partnership,PRN
02/25/14,"DJ pressetext.de: Facebook: Seiten von Verstorbenen bleiben aktiv - Privatsph_ren-Einstellungen gelockert - ""Look Back""-Videos auf Anfrage",DJPA
02/25/14,GSMA And Facebook Announce Joint Initiative To Connect The Unconnected,PRN
02/24/14,DJ pressetext.de: E-Commerce: Social-Media-Auftritte erfolgsrelevant - Immer mehr Kunden folgen Lieblingsmarken auch in sozialen Netzwerken,DJPA
02/24/14,LINE Adds 2M New Users Within 24 Hours After WhatsApp Experiences Network Outage,PRN
02/24/14,Yandex and Facebook Strike a Deal,NEWS_CR
02/24/14,Facebook Welcomes Donald E. Graham to Board of Directors,NEWS_CR
02/24/14,Facebook Asks More Than 350 Million Users Around the World To Personalize Their Privacy,NEWS_CR
02/24/14,Timeline: Now Available on Mobile,NEWS_CR
02/24/14,"Facebook Enables Users to Share Video, Photos, News, Blogs and More from Anywhere on the Web",NEWS_CR
02/24/14,"DJ pressetext.de: Big Brother is watching you and your company - Statement von Oliver KlŸnter, Matrix42, zum WhatsApp-Deal von Facebook",DJPA
02/24/14,Ericsson and Facebook create Innovation Lab for Internet.org,PMZ
02/20/14,Connecting More Mobile Users via Messaging behind Facebook's Pending Acquisition of WhatsApp,PRNE
02/20/14,"Retention of Subscribers in the $163 Billion US Voice Services Market will be Critical for Service Providers, says Insight Research Corp.",PRN
02/19/14,"Facebook, Inc.(FB-US) Schedules Acquisition of WhatsApp by Facebook, Inc. Call for 19-February-2014 6:00 PM ET",FCSTTS
02/19/14,Facebook to Acquire WhatsApp,PRN
02/17/14,"DJ pressetext.de: ""I love you"": Facebook wei§ es zuerst - Netzwerk sieht Beziehungen durch stetige Zunahme der Postings vorher",DJPA
02/13/14,"Media Advisory: In midst of Sochi LGBTQ controversy, Facebook Inc. to set precedent with major platform announcement re: gender identity",CNW
02/12/14,DJ pressetext.de: Trauerbew_ltigung via Facebook will gelernt sein - Oft verzerrtes Bild von Verstorbenen durch Postings von Freunden,DJPA
02/11/14,DJ pressetext.de: Safer Internet Day: Kinderschutz im Fokus - Nutzerkompetenz als wichtiger Schutz vor Online-Gefahren,DJPA
02/07/14,"Moms Demand Action Releases Its Take On Facebook Anniversary Videos With A ""Closer Look"" At Gun Sales On The Social Network",PRN
02/05/14,DJ pressetext.de: Facebook und Co mutieren zu Beziehungskillern - Kontakt mit Ex-Partnern in sozialen Netzwerken schŸrt oft Eifersucht,DJPA
02/05/14,"UHNW Valuation Update - Facebook Co-founder Chris Hughes' Net Worth Is ""Close To US$400 million,"" Sources Tell Wealth-X",PRN
02/04/14,"Facebook, Inc.(FB-US) Schedules Goldman Sachs Tech and Internet Conference for 11-February-2014 8:20 PM ET",FCSTTS
02/04/14,Facebook to Participate in the Goldman Sachs Technology and Internet Conference,PRN
01/29/14,DJ pressetext.de: User vermeiden politische Debatten auf Facebook - Schweigen oder lebhafte Diskussion mit Gleichgesinnten angesagt,DJPA
01/29/14,Facebook Reports Fourth Quarter and Full Year 2013 Results,PRN
01/29/14,Moms Demand Action Founder Shannon Watts Responds to Facebook's Excuses for Facilitating Gun Sales Online,PRN
01/29/14,CA Technologies Works with Facebook to Help Drive Efficiencies and Reliability in Its Global Data Centers,BW
01/28/14,CA Technologies Works with Facebook to Help Drive Efficiencies and Reliability in Its Global Data Centers,BW
01/27/14,Moms Demand Action Launches Campaign Asking Facebook and Instagram to Prohibit Gun Sales and Trades,PRN
01/22/14,"DJ pressetext.de: Schn_ppchenj_ger-App ""Last Minute Local"" gestartet - Angebot derzeit im Gro§raum Berlin nutzbar, weitere St_dte sollen folgen",DJPA
01/21/14,Facebook Deals Startup Vionic Announces New Features to Kick Off 2014,PRN
01/14/14,Facebook 'Firehose' Comes to Yandex,PMZ
01/13/14,TheSocialBoost Adds Quality Instagram Followers to its Inventory of Services,PRN
01/06/14,"Facebook, Inc.(FB-US) Schedules Q4 2013 Earnings Call for 29-January-2014 5:00 PM ET",FCSTTS
01/06/14,"Facebook, Inc.(FB-US) Schedules Q4 2013 Earnings Release for 29-January-2014 After Market Hours ET",FCSTTS
01/06/14,Facebook to Announce Fourth Quarter and Full Year 2013 Results,PRN
01/06/14,NETGEAR Teams with Facebook to Promote Closer Engagement Between Small Businesses and Customers,BW
12/20/13,Facebook Announces Pricing of Follow-On Offering,PRN
12/19/13,Facebook Announces Proposed Follow-On Offering,PRN
12/12/13,DJ pressetext.de: Arbeiter nutzen soziale Medien fŸr Forderungen - Initiative will mit Facebook und Co auf Philippinen Wandel bewirken,DJPA
12/11/13,Facebook Set to Join the S&P 100 & 500; Alliance Data Systems and Mohawk to Join the S&P 500; Changes to the S&P MidCap 400 and the S&P SmallCap 600,PRN
12/11/13,RBC first North American Financial Institution to bring person-to-person electronic money transfers to Facebook Messenger,CNW
12/10/13,DJ pressetext.de: Empfehlungen: User vertrauen Facebook-Freunden - Freunde und Familienmitglieder helfen stark bei Entscheidungsfindung,DJPA
12/09/13,"Critical Alerts For Facebook, Monster Beverage, Dollar Tree, ConocoPhillips, and Target Released By InvestorsObserver",PRN
12/06/13,DJ pressetext.de: Google investiert Millionen in Mobile-Ads - YieldMo bereits zw_lf Mio. Dollar an Kapital eingesammelt,DJPA
12/05/13,"Stocks Outperformed the Broader Markets: Facebook Inc, Twitter Inc, CF Industries Holdings, Green Mountain Coffee Roasters, Arca Biopharma",PRN
12/04/13,InformationWeek's Community of IT Professionals Debate Ageism in the Technology Industry,PRN
12/03/13,"DJ pressetext.de: Burger King verteilt gratis Essen des Erzfeindes - Fast-Food-Kette sortiert in Norwegen ""falsche"" Facebook-Fans aus",DJPA
12/02/13,CashStar to Deliver Enhanced Social Gifting for Facebook Gifts,BW
12/02/13,DJ pressetext.de: Facebook-Postings verraten psychopathische User - Bewerber ohne Account wecken Misstrauen - Pauschalurteil schwierig,DJPA
11/27/13,DJ pressetext.de: Social Media drŸckt Produktivit_t der Baby Boomer - Junge Angestellte wissen nicht mit Technik am Arbeitsplatz umzugehen,DJPA
11/27/13,"Facebook Will Celebrate 10 Years Next Year, but There are Newcomers to the Social Media Party",PMZ
11/26/13,"Facebook, Inc.(FB-US) Schedules Credit Suisse Technology Conference for 4-December-2013 11:30 AM ET",FCSTEV
11/26/13,Facebook to Participate in the Credit Suisse Technology Conference,PRN
11/26/13,"Trend Analysis Scan: Synovus Financial, Arena Pharmaceuticals, Facebook Inc, J.C. Penney Company, Citigroup",PRN
11/19/13,"DJ pressetext.de: Smartphones: Gro§e Displays steigern Datenhunger - Besitzer von Ger_ten ab 4,5-Zoll laden um 44 Prozent mehr herunter",DJPA
11/19/13,DJ pressetext.de: H_lfte der 1.000 gr_§ten Firmen bis 2023 irrelevant - Zu sp_te Anpassung an globalen Digitalisierungstrend schuld an Exodus,DJPA
11/18/13,Global Game-based Learning Market 2013 Report,PMZ
11/12/13,Syndetic Solutionsª Adds Facebook Access,PRN
11/12/13,Glow Digital Media Builds Team and Launches New York Office,BW
11/11/13,DJ pressetext.de: Facebook bastelt an kostenlosem WLAN-Zugang - Konzern verspricht Win-Win-Situation - User werden noch gl_serner,DJPA
11/08/13,"Critical Alerts For Facebook, Tempur-Pedic, HomeAway, Activision Blizzard, and Monster Beverage Released By InvestorsObserver",PRN
11/01/13,Facebook Advertising Expert Perry Marshall Challenges Recent Forrester Research Claim of Social Media Giant's Marketing Inefficacy,PRN
10/31/13,PromoJam Launches Free 'Timeline Manager' To Unlock Facebook Timeline Promotions For All Brand Page Managers,PRN
10/31/13,DJ pressetext.de: Sieben GrŸnde fŸr Facebook und Co. - Warum Social Media ein Segen fŸr Unternehmen ist,DJPA
10/30/13,Facebook Reports Third Quarter 2013 Results,PRN
10/30/13,"Visit My Facebook Page and Win $1,000: Real Estate Agents Are Adding Contests to Grow Their Business Socially",PRN
10/24/13,Are You Trading the Hype?,PRN
10/22/13,"DJ pressetext.de: Facebook: ""Stories To Share"" soll Medien helfen - Zeitungen und Verlage sollen von Posting-Vorschl_gen profitieren",DJPA
10/22/13,Facebook Accounts an Alternative to National eID in Daily Life?,PRN
10/10/13,DJ pressetext.de: 91 Mio. Nutzer: Indien wird Social-Media-Hotspot - Breitere Internetpenetration und gŸnstige Smartphone-Tarife beflŸgeln,DJPA
10/08/13,DJ pressetext.de: Facebook-Nutzer schie§en Scheinfreunde nicht ab - Briten fŸrchten negative Konsequenzen - Status-Updates zu interessant,DJPA
10/04/13,Houston Harbaugh Represents Mobile Technologies In Sale Of The Company To Facebook,PRN
10/03/13,AppsFlyer Announces Full Support of Facebook's Mobile App Ads for Engagement and Conversion Through the AppsFlyer Mobile App Measurement SDK,PRN
10/03/13,"Start Making Profits Now With BAC, FB and DCTH",INW
10/02/13,Facebook and Visual IQ Address the Social Media Measurement Challenge at JUMP London,BW
10/01/13,"Facebook, Inc.(FB-US) Schedules Q3 2013 Earnings Call for 30-October-2013 5:00 PM ET",FCSTEV
10/01/13,"Facebook, Inc.(FB-US) Schedules Q3 2013 Earnings Release for 30-October-2013 After Market Hours ET",FCSTEV
10/01/13,Facebook to Announce Third Quarter 2013 Results,PRN
09/30/13,Beggin'¨ Celebrates One Million Bacon-Loving Facebook Fans With Week-Long Sweepstakes,PRN
09/30/13,Facebook Application Calcubot Cloud Enables Financial Institutions to Market Loans Via Social Media,PRN
09/30/13,DJ pressetext.de: Social Schulintranet aus der Steckdose - United Planet virtualisiert das Lehrerzimmer,DJPA
09/15/13,"NowThis News Breaks Exclusive, First-of-its-Kind Video Interview with Mayor Cory Booker on Instagram",BW
09/09/13,Mass Relevance Partners With Facebook to Power New Sources of Social Data for Media Companies,INW
09/09/13,"DJ pressetext.de: Chat-App ""Line"" will Facebooks Macht schw_chen - 230 Mio. Nutzer pro Monat - Wachstum schneller als Branchenprimus",DJPA
09/05/13,DJ pressetext.de: App-Entwickler will Promis vor Trollen schŸtzen - Software l_scht beleidigende Twitter-Nachrichten,DJPA
09/05/13,"New Survey Reveals Recruiter and Student Disconnect: Students Think They Have Clean Facebook, but Recruiters Aren't Impressed",BW
09/04/13,DJ pressetext.de: Social Media in China: Rivalen rittern um Vormacht - Weibo und Weixin profitieren von Facebook- und Twitter-Verbot,DJPA
09/04/13,Grand Opening of Let's Get Social Cafe,PRN
09/02/13,DJ pressetext.de: Twitter geht in Australien auf Expansionskurs - Ex-Google-Managerin Karen Stocks Ÿbernimmt Agenden in Sydney,DJPA
08/29/13,DJ pressetext.de: Facebook-Spammer scheffeln j_hrlich 150 Mio. Euro - Schwarzmarkt im Web 2.0: Links fŸhren zu fremden Webseiten,DJPA
08/22/13,"Facebook, PointRoll Bring Rich Media Ads to Mobile",BW
08/22/13,Shutterstock Collaborates With Facebook To Provide Advertisers Access To Millions Of High-Quality Photos And Illustrations,PRN
08/22/13,BIOLASE Reaches Key Early Milestone on Facebook,INW
08/20/13,"DJ pressetext.de: NFC-Technologie kommt bei Festivals zum Einsatz - Besucher bleiben in Kontakt, auch wenn Handys oder Netze versagen",DJPA
08/20/13,Technology leaders launch partnership to make internet access available to all,PRN
08/20/13,DJ pressetext.de: DIRNDLWUNDER-Onlineshop: Dirndl und Trachten in Metzingen und weltweit - Outletpreise und Riesenauswahl fŸr Kennerinnen und Einsteigerinnen,DJPA
08/19/13,Van Gogh Vodka Supports Equality With A Facebook Sweepstakes To Benefit Give A Damn Campaign: Win A Trip For Two To New York City And Show You Give A Damn!,PRN
08/16/13,"Ready to Profit? Start Here Now With AAPL, FB and TSLA",INW
08/13/13,"Facebook Marketing Coach, Ben Adkins ofÊBenAdkins.com, says New Features and Design Will Increase Effectiveness of Facebook Marketing Campaigns",BW
08/09/13,DJ pressetext.de: Facebook buhlt um exklusive Inhalte von Promis - Kampf um VIPs: Instagram und Twitter machen Druck,DJPA
08/07/13,Expanding Graph Search Beta,NEWS_CR
08/07/13,Facebook Co-Founders Take Top Spots Among Ultra Wealthy Technopreneurs Aged 30 And Under,PRN
08/06/13,Billeo Launches The Industry's First 2-Click Product Purchase Capability Within Facebook,PRN
08/06/13,"After Facebook's Positive Q2 Report, Jon Mac, The Profit Coach, Announces New Facebook Marketing Coaching Program with a $100/Day Guarantee",BW
08/05/13,"Facebook, Inc.(FB-US) Schedules Pacific Crest Global Technology Leadership Forum for 12-August-2013 12:00 PM ET",FCSTEV
08/05/13,Facebook to Participate in the Pacific Crest Global Technology Leadership Forum,PRN
08/01/13,"DJ pressetext.de: Tipps von ESET: Sicherer Umgang mit dem ""Social Graph"" von Facebook",DJPA
07/24/13,Facebook Reports Second Quarter 2013 Results,PRN
07/23/13,"""PLAY GIG-IT"" Game Launches On Facebook: Virtual Concert Experience With Lil' Wayne, Miguel, Rick Ross, Kendrick Lamar And More",PRN
07/22/13,Two Bridal Companies Collaborate to Solve Age Old Problem with Innovative Technology,PRN
07/18/13,DJ pressetext.de: Facebook: Viele Top-Manager werfen das Handtuch - Hype verblasst allm_hlich - IPO und Werbestrategie entt_uschend,DJPA
07/16/13,engajer Is First Technology to Enable Users To Embed Interactive Videos In Facebook,PRN
07/12/13,Enterprise Holdings Acquiring Zimride Ride-Matching Program,BW
07/11/13,Quantcast Delivers New Prospects and Impressive Results on Facebook Exchange,PRN
07/11/13,"Get In The Game: My Nikon World Is A New Facebook Experience That Will Challenge Photographers To Shoot, Share And Learn",PRN
07/10/13,Ampush Named Facebook Strategic Preferred Marketing Developer,PRN
07/09/13,1&1 Launches Social Media Center for Management of Popular Social Media Platforms,PMZ
07/09/13,"""Forty Days Off Facebook"" Hits #1 on Amazon Hot New Releases",PRN
07/05/13,MyOwnMusicStore.com The Facebook of Independent Music,PRN
07/04/13,DJ pressetext.de: Iran: Neuer Pr_sident will Webzensur reduzieren - Gem_§igtere Gangart bei Kleidervorschriften angekŸndigt,DJPA
07/02/13,Divvy Launches Out of Stealth to Simplify Mobile Photo Sharing,BW
07/02/13,Marketing With Don Sees Facebook's New Hashtag Feature as a Valuable Tool for Launching Viral Facebook Marketing Campaigns,BW
07/02/13,"""The Durkheim Project"" Will Analyze Opt-In Data From Veterans' Social Media And Mobile Content -- Seeking Real-Time Predictive Analytics for Suicide Risk",PRN
07/01/13,"Facebook, Inc.(FB-US) Schedules Q2 2013 Earnings Call for 24-July-2013 5:00 PM ET",FCSTEV
07/01/13,"Facebook, Inc.(FB-US) Schedules Q2 2013 Earnings Release for 24-July-2013 After Market Hours ET",FCSTEV
07/01/13,Facebook to Announce Second Quarter 2013 Results,PRN
07/01/13,Loews Hotels & Resorts Embarks On A Social Media Road Trip,PRN
06/30/13,"DJ pressetext.de: Kamera macht 3D-Bilder Ÿber iPhone und Co - ""Poppy"" ben_tigt keine Batterien oder elektronisches Zubeh_r",DJPA
06/28/13,Facebook Flash Sales from Accessory Mercado Offer High-End Style Accessories for Low-End Prices,PRN
06/25/13,Adara Joins Facebook Ad Exchange,PRN
06/25/13,Latest News: Facebook to Speak at the UK's Largest HR Event,PRN
06/25/13,Voici votre r_seau sur Instagram - Avvasi met en avant l'impact des vid_os Instagram de Facebook,BW
06/24/13,This is Your Network on Instagram - Avvasi Highlights the Impact of Facebook's Instagram Videos,BW
06/24/13,"DJ pressetext.de: Facebook: News-Reader soll Werbe-Erl_se ankurbeln - Zuckerberg: ""Wollen die best personalisierte Zeitung der Welt werden""",DJPA
06/21/13,"Facebook's New Hashtag Feature Allows Brands to Better Monitor and Engage with Real-Time Conversations, says Punch Communications",PRN
06/20/13,Cyberoam Finds Flaw in Facebook Authorization Likely to Trigger Malicious Attacks,BW
06/17/13,Associa's Homeside Properties Launches Facebook Promotion,BW
06/13/13,DJ pressetext.de: Facebook erlaubt Fotos von Brustkrebspatientinnen - †ber 20.000 User reichen Petition zum Posten von Aktbildern ein,DJPA
06/10/13,DJ pressetext.de: Ma§loser Facebook-Konsum oft Beziehungskiller - Eifersucht und Kontakt mit Ex-Partner - Junge Partnerschaften betroffen,DJPA
06/06/13,New Interview with Jack Mize and Facebook Marketing Expert Nick Unsworth Teaches Local Business Owners How to Build Their Online Audience,PRN
06/04/13,"The Zacks Analyst Blog Highlights: Facebook, eBay, Amazon, Netflix and Celanese",PRN
06/03/13,"Wall Street Fundamentals Releases New In-Depth Stock Reports on FB, MSFT, OVTI and YHOO",NEWS_ACW
06/03/13,AXA PPP healthcare Promotes Healthy Smiles with New Dental Competition,BW
05/30/13,PayMobileª increases Revenues and Rewards Brand Loyalty,PRN
05/26/13,"DJ pressetext.de: Google+ ist mehr als ein weiteres soziales Netzwerk - Natascha Ljubic: ""Firmen kommen um langfristige Pr_senz nicht herum""",DJPA
05/26/13,Facebook and Google Lead 7th Asian Publishing Convention on July 11 & 12 2013,PRNA
05/24/13,Half Price Books Drives In-Store Sales with ExactTarget-Powered Digital Marketing,BW
05/23/13,Portland Advertising Agency Recognized by Facebook for Stellar Campaigns,PRN
05/23/13,"Perfect Trade Setups, How to Play SIRI, FB and CLWR",INW
05/22/13,Make Money With Facebook Is Now Possible With This Perfect Method,PRN
05/21/13,UANI Calls on Facebook to Suspend Supreme Leader Ayatollah Khamenei's Account as Iranian Election Approaches,BW
05/21/13,AXA PPP healthcare Launch Health Assessment Competition on Facebook,BW
05/21/13,YOU DON'T KNOW JACK(R) for Android(TM) Launches Today,PMZ
05/20/13,"AAPL, FB, GOOG and AMZN added to Nasdaq Active Stock Watch List at EPR",NEWS_ACW
05/20/13,How Facebook Makes Money through Mobile Advertising: A Brief Talk from SooBest,PRN
05/16/13,WideAngle Launches New iPhone Photo App; 14 Million Facebook and Instagram Photos Viewed by Users From 125 Countries in Six Weeks Since iPad Launch,INW
05/16/13,Facebook Flash Sale Analysis Finds 49 Percent of Negative Comments Relate to Shipping,PMZ
05/14/13,"DJ pressetext.de: Facebook zieht ""Social Roulette"" aus dem Verkehr - Account-Deaktivierung durch Online-Game missf_llt sozialem Netzwerk",DJPA
05/14/13,INFORUM Hosts Instagram Founders Kevin Systrom & Mike Krieger at The Castro Theatre,INW
