NKTRdate,NKTRnews,NKTRsource
02/22/17,Nektar Therapeutics(NKTR-US) Schedules Q4 2016 Earnings Release for 1-March-2017 4:10 PM ET,FCSTEV
02/22/17,"Nektar to Announce Financial Results for the Fourth Quarter and Year-Ended 2016 on Wednesday, March 1, 2017, After Close of U.S.-Based Financial Markets",PRN
02/18/17,Clinical Data from Phase 1 Dose-Escalation Study of Single-Agent NKTR-214 in Patients with Renal Cell Carcinoma Presented at the ASCO 2017 Genitourinary Cancers Symposium,PRN
01/25/17,Biotech Industry a Focus in 2017: Latest Reports on Nektar Therapeutics and Acasti Pharma,NEWS_ACW
01/05/17,Nektar Therapeutics(NKTR-US) Schedules J.P. Morgan Health Care Conference for 10-January-2017 5:00 PM ET,FCSTEV
01/05/17,Nektar Therapeutics(NKTR-US) Schedules J.P. Morgan Health Care Conference - Q&A Session for 10-January-2017 5:30 PM ET,FCSTEV
01/05/17,"Nektar Therapeutics' President and CEO, Howard W. Robin, To Present at the 35th Annual J.P. Morgan Healthcare Conference in San Francisco, CA",PRN
12/11/16,Nektar Therapeutics(NKTR-US) Schedules BMO Capital Markets Prescriptions for Success Healthcare Conference. for 14-December-2016,FCSTEV
11/18/16,Nektar Therapeutics(NKTR-US) Schedules RBC Capital Markets' Healthcare Investor Day for 15-December-2016,FCSTEV
11/14/16,Nektar Therapeutics(NKTR-US) Schedules Jefferies London Health Care Conference for 16-November-2016 8:20 AM ET,FCSTEV
11/14/16,Nektar Therapeutics to Present at Jefferies 2016 Global Healthcare Conference in London,PRN
11/09/16,Nektar Therapeutics Presents New Clinical Data from Ongoing Phase 1 Dose-Escalation Study of NKTR-214 at the Society for Immunotherapy of Cancer (SITC) 2016 Annual Meeting,PRN
11/04/16,Nektar Therapeutics(NKTR-US) Schedules ROTH Capital Partners Innovations in Oncology Corporate Access Day for 17-November-2016,FCSTEV
11/03/16,Nektar Therapeutics(NKTR-US) Schedules American Association for Cancer Research EORTC-NCI-AACR Molecular Targets and Cancer Therapeutics Sy for 30-November-2016 2:30 AM ET,FCSTEV
11/03/16,Nektar Therapeutics Reports Financial Results for the Third Quarter of 2016,PRN
10/28/16,Nektar Therapeutics(NKTR-US) Schedules Investor and Analyst Meeting for 9-November-2016 2:30 PM ET,FCSTEV
10/28/16,Nektar to Hold Investor & Analyst Event at 2016 Society for Immunotherapy of Cancer Annual Meeting,PRN
10/28/16,Nektar Therapeutics Announces Upcoming Presentations at the 2016 Society for Immunotherapy of Cancer Annual Meeting,PRN
10/27/16,Nektar Therapeutics(NKTR-US) Schedules Q3 2016 Earnings Call for 3-November-2016 5:00 PM ET,FCSTEV
10/27/16,Nektar Therapeutics(NKTR-US) Schedules Q3 2016 Earnings Release for 3-November-2016 4:10 PM ET,FCSTEV
10/27/16,"Nektar to Announce Financial Results for the Third Quarter 2016 on Thursday, November 3, 2016, After Close of U.S.-Based Financial Markets",PRN
10/18/16,Nektar Therapeutics Prices Public Offering of Shares of Common Stock,PRN
10/18/16,Technologie von Aerogen reduziert Klinikeinlieferungen aus der Notaufnahme um 32 Prozent1,BW
10/18/16,La technologie Aerogen r_duit de 32æ% les admissions en services d'urgence1,BW
10/17/16,Nektar Therapeutics Announces Public Offering of Shares of Common Stock,PRN
09/27/16,Nektar Therapeutics(NKTR-US) Schedules Nektar Therapeutics and Bristol-Myers Squibb New Clinical Collaboration Call for 27-September-2016 9:00 AM ET,FCSTEV
09/27/16,Nektar Therapeutics to Host Investor & Analyst Conference Call to Discuss New Clinical Collaboration with Bristol-Myers Squibb,PRN
09/27/16,Bristol-Myers Squibb and Nektar Therapeutics Announce Oncology Clinical Collaboration to Evaluate the Combination of Opdivo (nivolumab) and NKTR-214,BW
08/03/16,Nektar Therapeutics(NKTR-US) Schedules European Society for Medical Oncology Congress - Abstract #3048 for 9-October-2016 2:00 PM ET,FCSTEV
08/03/16,Nektar Therapeutics(NKTR-US) Schedules CRI-CIMT-EATI-AACR International Cancer Immunotherapy Conference - Abstract#311 for 26-September-2016 5:15 PM ET,FCSTEV
08/03/16,Nektar Therapeutics Reports Financial Results for the Second Quarter of 2016,PRN
08/03/16,"Biotech Stocks Technical Report -- Arena Pharma, BIND Therapeutics, Nektar Therapeutics, and Regeneron Pharma",PRN
07/27/16,Nektar Therapeutics(NKTR-US) Schedules Q2 2016 Earnings Call for 3-August-2016 5:00 PM ET,FCSTEV
07/27/16,Nektar Therapeutics(NKTR-US) Schedules Q2 2016 Earnings Release for 3-August-2016 4:15 PM ET,FCSTEV
07/27/16,"Nektar to Announce Financial Results for the Second Quarter 2016 on Wednesday, August 3, 2016, After Close of U.S.-Based Financial Markets",PRN
06/06/16,Preclinical Data Presented at ASCO 2016 Annual Meeting Demonstrate that Single-Agent NKTR-214 Produces a Large Increase in Tumor-Infiltrating Lymphocytes to Provide Durable Anti-Tumor Activity,PRN
06/06/16,Nektar Therapeutics(NKTR-US) Schedules Roth Health Care Day for 22-June-2016,FCSTEV
06/03/16,Nektar Therapeutics(NKTR-US) Schedules Jefferies Health Care Conference for 8-June-2016 11:30 AM ET,FCSTEV
06/02/16,"Nektar Therapeutics' President and CEO, Howard W. Robin, To Present at the Jefferies 2016 Global Healthcare Conference in New York City",PRN
06/02/16,Nektar Therapeutics Announces Executive Management Promotions,PRN
06/01/16,"Nektar Therapeutics and Daiichi Sankyo Europe GmbH Sign European Licensing Agreement for ONZEALD» (etirinotecan pegol), an Investigational Drug Candidate Being Developed to Treat Patients with Advanced Breast Cancer and Brain Metastases",PRN
05/19/16,"DEADLINE APPROACHING: Lundin Law PC Announces Securities Class Action Lawsuit Against NantKwest, Inc. And Reminds Investors With Losses To Contact The Firm",NEWS_ACW
05/19/16,"DEADLINE ALERT: Bronstein, Gewirtz & Grossman, LLC Reminds Investors of Class Action Against Nantkwest, Inc. (NK) and Lead Plaintiff Deadline: May 23, 2016",NEWS_ACW
05/17/16,"IMPORTANT SHAREHOLDER ALERT: Khang & Khang LLP Announces The Filing Of A Securities Class Action Lawsuit Against NantKwest, Inc. And Encourages Investors With Losses To Contact The Firm",NEWS_ACW
05/11/16,"SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Notifies Investors of Class Action Against Nantkwest, Inc. (NK) and Lead Plaintiff Deadline: May 23, 2016",NEWS_ACW
05/03/16,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology Meeting for 24-May-2016,FCSTEV
05/03/16,Nektar Therapeutics Reports Financial Results for the First Quarter of 2016,PRN
05/03/16,Nektar Therapeutics(NKTR-US) Schedules Annual General Meeting for 23-June-2016,FCSTEV
04/29/16,"SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in NantKwest, Inc. of Class Action Lawsuit and Upcoming Deadline - NK",NEWS_ACW
04/28/16,Nektar Therapeutics(NKTR-US) Schedules Q1 2016 Earnings Call for 3-May-2016 4:30 PM ET,FCSTEV
04/28/16,Nektar Therapeutics(NKTR-US) Schedules Q1 2016 Earnings Release for 3-May-2016 After Market Hours ET,FCSTEV
04/28/16,"Nektar to Announce Financial Results for the First Quarter 2016 on Tuesday, May 3, 2016, After Close of U.S.-Based Financial Markets",PRN
04/25/16,Nektar Therapeutics(NKTR-US) Schedules Deutsche Bank Health Care Conference for 5-May-2016 8:40 AM ET,FCSTEV
04/22/16,"SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in NantKwest, Inc. of Class Action Lawsuit and Upcoming Deadline - NK",NEWS_ACW
04/18/16,Preclinical Data Presented at AACR Demonstrate that Combining NKTR-214 with Checkpoint Blockade is Superior to Dual Checkpoint Inhibition in Increasing Clonality of the T Cell Receptor (TCR) Repertoire and T Cell Tumor Infiltration,PRN
04/06/16,"INVESTOR ALERT: Levi & Korsinsky, LLP Notifies Shareholders of NantKwest, Inc. of Class Action Lawsuit and a Lead Plaintiff Deadline of May 23, 2016 - NK",NEWS_ACW
04/01/16,"SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in NantKwest, Inc. of Class Action Lawsuit and Upcoming Deadline - NK",NEWS_ACW
03/03/16,"Nektar Therapeutics to Present at Cowen and Company's 36th Annual Health Care Conference in Boston, MA",PRN
03/02/16,Nektar Therapeutics(NKTR-US) Schedules American Association for Cancer Research Meeting - Abstract 558 for 17-April-2016 2:00 PM ET,FCSTEV
03/01/16,Nektar Therapeutics Reports Fourth Quarter and Year-End 2015 Financial Results,PRN
02/26/16,Nektar Therapeutics(NKTR-US) Schedules Q4 2015 Earnings Call for 1-March-2016 5:00 PM ET,FCSTEV
02/26/16,Nektar Therapeutics(NKTR-US) Schedules Q4 2015 Earnings Release for 1-March-2016 After Market Hours ET,FCSTEV
02/26/16,"Nektar to Announce Financial Results for the Fourth Quarter and Year-Ended 2015 on Tuesday, March 1, 2016, After Close of U.S.-Based Financial Markets",PRN
02/25/16,Baxalta Announces Submission of Supplemental BLAs to Expand Use of ADYNOVATE to Pediatric Patients and Surgical Settings,PRN
02/19/16,Nektar Therapeutics(NKTR-US) Schedules Cowen and Company Health Care Conference for 9-March-2016 8:40 AM ET,FCSTEV
02/01/16,"Nektar Publishes Pre-clinical Results for NKTR-214, an Investigational CD122-Biased Immune-Stimulatory Cytokine for the Treatment of Cancer in Clinical Cancer Research",PRN
01/25/16,"Technical Recap on Biotechnology Stocks -- Nektar Therapeutics, Novavax, Celgene, and Opko Health",NEWS_ACW
01/07/16,Nektar Therapeutics(NKTR-US) Schedules J.P. Morgan Health Care Conference - Q&A Session for 12-January-2016 2:30 PM ET,FCSTEV
01/06/16,Nektar Therapeutics(NKTR-US) Schedules J.P. Morgan Health Care Conference for 12-January-2016 2:00 PM ET,FCSTEV
01/06/16,"Nektar Therapeutics' President and CEO, Howard W. Robin, To Present at the 34th Annual J.P. Morgan Healthcare Conference in San Francisco, CA",PRN
12/24/15,"Factors Moving Markets - Featured Research on NantKwest, KEYW Holding, NOODLES & CO, and CAI International",NEWS_ACW
12/21/15,Baxalta's ADYNOVATE Meets Endpoints in Phase 3 Study of Hemophilia A Patients Under 12 Years of Age,PRN
12/10/15,"A Change in Tides - Complementary Research on Nektar, California Resources, Zynga and Finisar",NEWS_ACW
12/09/15,Nektar Therapeutics(NKTR-US) Schedules ROTH Capital Partners Immuno-Oncology Corporate Access Day for 16-December-2015,FCSTTS
12/08/15,Nektar Therapeutics(NKTR-US) Schedules Oppenheimer Health Care Conference for 9-December-2015 1:00 PM ET,FCSTTS
12/08/15,Nektar Therapeutics to Present at Oppenheimer 26th Annual Healthcare Conference in New York,PRN
12/08/15,"Nektar Announces First Patient Dosed in Phase 1/2 Clinical Study of NKTR-214, a CD122-Biased Immuno-Stimulatory Cytokine",PRN
11/30/15,"Baxalta Announces U.S. Availability of ADYNOVATE, A New Treatment for Adult Patients with Hemophilia A With a Simple, Twice-Weekly Dosing Schedule",PRN
11/17/15,Nektar Therapeutics(NKTR-US) Schedules Jefferies Autumn Global Health Care Conference for 19-November-2015 11:40 AM ET,FCSTTS
11/17/15,Nektar Therapeutics to Present at Jefferies Autumn 2015 Global Healthcare Conference in London,PRN
11/05/15,Nektar Therapeutics Reports Financial Results for the Third Quarter of 2015,PRN
10/29/15,Nektar Therapeutics(NKTR-US) Schedules Q3 2015 Earnings Release for 5-November-2015 After Market Hours ET,FCSTTS
10/29/15,Nektar Therapeutics(NKTR-US) Schedules Q3 2015 Earnings Call for 5-November-2015 5:00 PM ET,FCSTTS
10/29/15,"Nektar to Announce Financial Results for the Third Quarter 2015 on Thursday, November 5, 2015, After Close of U.S.-Based Financial Markets",PRN
10/08/15,Nektar Reports on Advancements with Pain and Oncology Clinical Pipeline at Investor and Analyst R&D Day,PRN
10/07/15,Nektar Submits Investigational New Drug Application (IND) for NKTR-214 To Treat Solid Tumor Malignancies,PRN
10/06/15,Nektar Closes Direct Private Placement with TPG Special Situations Partners of $250 Million of Senior Secured Notes Due in 2020,PRN
10/01/15,Nektar to Host Research & Development Day for Analysts and Investors on October 8th,PRN
09/21/15,Nektar Therapeutics(NKTR-US) Schedules Ladenburg Thalmann Health Care Conference for 29-September-2015 3:00 PM ET,FCSTTS
09/21/15,"Nektar Presents Data Demonstrating that NKTR-214, a CD122-Biased Immunostimulatory Cytokine, Induces Durable and Specific Anti-Tumor Immunity As a Single-Agent and When Combined with Checkpoint Inhibitors in Preclinical Models",PRN
09/01/15,Nektar Announces Receipt of $40 Million Milestone Payment Resulting from First Commercial Sale of MOVENTIG¬ (naloxegol) Tablets in Major European Market,PRN
08/10/15,"New Webinar on Leveraging Private Social Networking Technology to Maintain Clinical Trial Oversight, Hosted by Xtalks",INW
08/07/15,Nektar Therapeutics(NKTR-US) Schedules AACR Inaugural International Cancer Immunotherapy Conference for 18-September-2015 4:30 PM ET,FCSTTS
08/05/15,Nektar Therapeutics(NKTR-US) Schedules R&D Day for 8-October-2015 12:30 PM ET,FCSTEV
08/05/15,Nektar Therapeutics Reports Financial Results for the Second Quarter of 2015,PRN
07/31/15,"Biotechnology Stocks on our Scanner -- Agenus, RXi Pharma, Nektar Therapeutics, Genetic Technologies, and Agios Pharma",PRN
07/29/15,Nektar Therapeutics(NKTR-US) Schedules Q2 2015 Earnings Call for 5-August-2015 5:00 PM ET,FCSTTS
07/29/15,Nektar Therapeutics(NKTR-US) Schedules Q2 2015 Earnings Release for 5-August-2015 After Market Hours ET,FCSTTS
07/29/15,"Nektar to Announce Financial Results for the Second Quarter 2015 on Wednesday, August 5, 2015, After Close of U.S.-Based Financial Markets",PRN
07/16/15,Baxalta's BAX 855 Pivotal Data Published in Blood Shows Potential to Provide Strong Bleed Prevention with Twice Weekly Dosing for Patients with Hemophilia A,PRN
06/02/15,Nektar Therapeutics(NKTR-US) Schedules Jefferies Global Healthcare Conference - Q & A Session for 2-June-2015 9:00 AM ET,FCSTTS
06/02/15,"Nektar and MD Anderson Cancer Center Announce Phase 1/2 Clinical Research Collaboration for NKTR-214, a CD122-Biased Immuno-Stimulatory Cytokine",PRN
05/28/15,Nektar Therapeutics(NKTR-US) Schedules Jefferies Global Healthcare Conference for 2-June-2015 8:30 AM ET,FCSTTS
05/28/15,"Nektar Therapeutics' President and CEO, Howard W. Robin, To Present at the Jefferies 2015 Global Healthcare Conference in New York City",PRN
05/07/15,"Financial Results Galore: Complementary Research on Accuracy Inc., Teradyne, Nektar, Century Aluminum and Newpark Resources",PRN
05/04/15,"Critical Alerts For American Airlines, Nektar Therapeutics, Ocwen Financial, Skyworks Solutions and Chevron Released By InvestorsObserver",PRN
05/02/15,Nektar Therapeutics(NKTR-US) Schedules Annual General Meeting for 16-June-2015,FCSTTS
04/30/15,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology Meeting - Abstract # 1001 for 1-June-2015 4:12 PM ET,FCSTTS
04/30/15,Nektar Therapeutics Reports Financial Results for the First Quarter of 2015,PRN
04/23/15,Nektar Therapeutics(NKTR-US) Schedules Q1 2015 Earnings Release for 30-April-2015 After Market Hours ET,FCSTTS
04/23/15,Nektar Therapeutics(NKTR-US) Schedules Q1 2015 Earnings Call for 30-April-2015 5:00 PM ET,FCSTTS
04/23/15,"Nektar to Announce Financial Results for the First Quarter 2015 on Thursday, April 30, 2015, After Close of U.S.-Based Financial Markets",PRN
04/16/15,"Baxter Submits Application To Japan's MHLW For Approval Of BAX 855, Extended Half-Life Recombinant FVIII Based On ADVATE For Hemophilia A",PRN
04/15/15,"Equities Updates on Pharma Industry -- Eli Lilly, Sanofi, AstraZeneca, Nektar Therapeutics, and BioDelivery Sciences Intl.",PRN
04/13/15,Nektar Therapeutics to Present at the 14th Annual Needham Healthcare Conference,PRN
04/02/15,Nektar Announces Receipt of $100 Million Milestone Payment from AstraZeneca,PRN
03/31/15,Nektar Therapeutics(NKTR-US) Schedules Needham & Company Health Care Conference for 15-April-2015 8:00 AM ET,FCSTTS
03/31/15,MOVANTIK» (Naloxegol) Tablets For The Treatment Of Opioid-Induced Constipation In Adult Patients With Chronic Non-Cancer Pain Launched In The US,PRN
03/19/15,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,PRN
03/18/15,Bernstein Liebhard LLP Investigates Claims On Behalf Of Those Who Invested In Nektar Therapeutics,PRN
03/17/15,Nektar Therapeutics(NKTR-US) Schedules NKTR-102 Phase 3 Study Results Call for 17-March-2015 4:45 PM ET,FCSTTS
03/17/15,Etirinotecan Pegol (NKTR-102) Prolonged Median Overall Survival by 2.1 Months versus Active Control in Patients with Advanced Breast Cancer in Phase 3 Study; Trial Did Not Achieve Statistical Significance (p=0.08),PRN
03/10/15,"Technical Snapshot on Pharma Stocks -- Pfizer, Zogenix, Sanofi, Nektar Therapeutics, and IGI Laboratories",PRN
02/25/15,Nektar Announces Start of Phase 3 SUMMIT-07 Study of NKTR-181 in Patients with Chronic Low Back Pain,PRN
02/24/15,Nektar Therapeutics Reports Fourth Quarter and Year-End 2014 Financial Results,PRN
02/17/15,Nektar Therapeutics(NKTR-US) Schedules Q4 2014 Earnings Release for 24-February-2015 After Market Hours ET,FCSTTS
02/17/15,Nektar Therapeutics(NKTR-US) Schedules Q4 2014 Earnings Call for 24-February-2015 5:00 PM ET,FCSTTS
02/17/15,"Nektar to Announce Financial Results for the Fourth Quarter and Year-Ended 2014 on Tuesday, February 24, 2015, After Close of U.S.-Based Financial Markets",PRN
02/11/15,"Baxter Presents Additional Data From Pivotal Study Of BAX 855, Extended Half-life Investigational Recombinant FVIII Based On ADVATE For Hemophilia A",PRN
01/13/15,"Technical Coverage on Pharma Stocks - Hospira, Auxilium Pharma, Medicines, SciClone Pharma, and Nektar Therapeutics",PRN
01/08/15,Nektar Therapeutics(NKTR-US) Schedules JP Morgan Health Care Conference - Q&A Breakout Session for 13-January-2015 2:30 PM ET,FCSTTS
01/06/15,Nektar Therapeutics(NKTR-US) Schedules JP Morgan Health Care Conference for 13-January-2015 2:00 PM ET,FCSTTS
01/06/15,"Nektar Therapeutics' President and CEO, Howard W. Robin, To Present at the 33rd Annual J.P. Morgan Healthcare Conference in San Francisco, CA",PRN
12/15/14,"Analysts View on Pharma Equities - Zogenix, Eli Lilly, Nektar Therapeutics, Sanofi, and Novartis",PRN
12/11/14,Nektar Presents Data on Target-Specific Biomarkers from Circulating Tumor Cell Sub-Study of Phase 3 BEACON Study of Etirinotecan Pegol (NKTR-102) in Patients with Advanced Breast Cancer,PRN
