Date,Symbol,Headline,Source
10-Jun-19,AMZN-US,AWS Announces General Availability of Amazon Personalize,BW
4-Jun-19,AMZN-US,"NASCAR Selects AWS as Its Preferred Cloud Computing, Cloud Machine Learning, and Cloud Artificial Intelligence Provider",BW
3-Jun-19,AMZN-US,Amazon to Launch Prime Video Channels for Canada,CNW
30-May-19,AMZN-US,AWS Announces General Availability of Amazon Managed Streaming for Apache Kafka (Amazon MSK),BW
30-May-19,AMZN-US,"Amazon Provides $1M Donation in Support of the Red Cross for Critical ""Right Now Needs"" of Blood Donations",BW
29-May-19,AMZN-US,AWS Announces General Availability of Amazon Textract,BW
29-May-19,AMZN-US,"Amazon Introduces Echo Show 5-Compact Design, Rich Sound, and Built-In Camera Shutter-Just $89.99",BW
28-May-19,AMZN-US,Emirates NBD Building Artificial Intelligence-enabled Bank of the Future with AWS,BW
28-May-19,AMZN-US,"Mindy Kaling to Publish New Essay Collection with Amazon, Available Free for Prime Members",BW
23-May-19,AMZN-US,Amazon Launches Support for Traditional Chinese Books on Kindle,BW
23-May-19,AMZN-US,AWS Announces General Availability of AWS Ground Station,BW
22-May-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules RSA Asia Pacific & Japan Conference for 16-July-2019",FCSTEV
20-May-19,AMZN-US,Amazon Literary Partnership Announces 2019 Grant Recipients,BW
16-May-19,AMZN-US,IMDb Bids Farewell to HBO's Game of Thrones,BW
16-May-19,AMZN-US,Introducing the All-New Amazon Fire 7: Faster Processor and 2x the Storage for Just $69.99,CNW
16-May-19,AMZN-US,"Introducing the All-New Fire 7 Kids Edition-The Next Generation of Amazon's Most Affordable Kids Tablet, With Access to Over 20,000 Kid-Friendly Titles",BW
16-May-19,AMZN-US,"Introducing the All-New Amazon Fire 7: Faster Processor, 2x the Storage, and Alexa Hands-Free-Still Only $49.99",BW
16-May-19,AMZN-US,"Amazon Providing Access to Over 9 Million School Breakfasts for More Than 50,000 Students in 450 Schools Across the U.S.",BW
15-May-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Money20/20 Conference for 27-October-2019",FCSTEV
13-May-19,AMZN-US,Employees Turned Entrepreneurs: New Amazon Initiative Helps Employees Start Their Own Package Delivery Business,BW
8-May-19,AMZN-US,Introducing All-New Blink XT2-The Next-Gen Outdoor/Indoor Smart Security Camera with Extended Battery Life and Enhanced Motion Detection for 25 Percent Less Than Blink XT,BW
7-May-19,AMZN-US,"Amazon Publishes 2019 SMB Impact Report; Launches ""Build Your Business with Amazon"" Website to Help Businesses, Authors, and Developers Succeed with Support from Amazon",BW
3-May-19,AMZN-US,IMDbPro and Box Office Mojo Reveal the Top-Grossing Films in April 2019 and the Most Anticipated Films Opening in May,BW
30-Apr-19,AMZN-US,Amazon Expands Grocery Delivery from Whole Foods Market to Thirteen Metros,BW
30-Apr-19,AMZN-US,"Amazon Reveals Top 10 States with the Fastest-Growing Small and Medium-Sized Businesses: Mississippi, Nebraska, and Maine Top the List",BW
30-Apr-19,AMZN-US,AWS Announces General Availability of Amazon Managed Blockchain,BW
30-Apr-19,AMZN-US,Amazon Expands Denver Tech Hub and Announces Plans to Create 400 New Tech Jobs,BW
30-Apr-19,AMZN-US,Amazon Canada Announces Record Sales for Canadian Small and Medium-Sized Businesses in 2018,CNW
29-Apr-19,AMZN-US,Montlake Romance to Publish International Bestselling Author Sylvia Day,BW
28-Apr-19,AMZN-US,Alexander Skarsgård Receives the IMDb STARmeter Award at the Tribeca Film Festival,BW
26-Apr-19,AMZN-US,Amazon Canada and The Walrus Unveil Shortlist for the 43rd Annual First Novel Award,CNW
25-Apr-19,AMZN-US,Amazon.com Announces First Quarter Sales up 17% to $59.7 Billion,BW
25-Apr-19,AMZN-US,"Audible Announces Stan Lee's Alliances: A Trick of Light, Premiering on June 27th and Available for Preorder Today",BW
24-Apr-19,AMZN-US,AWS Launches New Region in Hong Kong,BW
24-Apr-19,AMZN-US,Vertafore Selects AWS as its Preferred Cloud Provider,BW
23-Apr-19,AMZN-US,"Az Amazon és a Google bejelentették a hivatalos YouTube alkalmazások elindítását a Fire TV-n, a Prime Video alkalmazás pedig elérhet_ lesz a Chromecaston és az Android TV-n",BW
23-Apr-19,AMZN-US,Key for Garage Available Starting Today,BW
19-Apr-19,AMZN-US,Amazon i Google udost_pniaj_ oficjalne aplikacje YouTube na urz_dzenia Fire TV; aplikacja Prime Video b_dzie dost_pna na urz_dzeniach Chromecast i Android TV,BW
19-Apr-19,AMZN-US,Firmy Amazon a Google p_edstavily oficiální YouTube aplikace pro Fire TV; _pi_ková video aplikace bude k dispozici také pro Chromecast a Android TV,BW
18-Apr-19,AMZN-US,Amazon et Google annoncent le lancement d'applications officielles YouTube sur Fire TV ; une application Prime Video sera disponible sur Chromecast et Android TV,BW
18-Apr-19,AMZN-US,Amazon und Google kündigen offizielle YouTube Apps zum Start auf Fire TV an; Prime Video App kommt zu Chromecast und Android TV,BW
18-Apr-19,AMZN-US,Amazon e Google annunciano le app YouTube ufficiali da lanciare su Fire TV; l'app Prime Video arriverà su Chromecast e Android TV,BW
18-Apr-19,AMZN-US,Amazon y Google anuncian el lanzamiento de las aplicaciones oficiales de YouTube en Fire TV y la llegada de la aplicación de Prime Video a Chromecast y Android TV,BW
18-Apr-19,AMZN-US,Amazon en Google kondigen lancering aan van officiële YouTube-apps op Fire TV; Prime Video-app komt naar Chromecast en Android TV,BW
18-Apr-19,AMZN-US,Amazon e Google anunciam que aplicativos oficiais do YouTube serão lançados em Fire TV; o aplicativo Prime Video será lançado para Chromecast e Android TV,BW
18-Apr-19,AMZN-US,Amazon and Google Announce Official YouTube Apps to Launch on Fire TV; Prime Video App Coming to Chromecast and Android TV,BW
16-Apr-19,AMZN-US,"Amazon Publishing Brings Together Bestselling and Award-Winning Authors Blake Crouch, N. K. Jemisin, Veronica Roth, Amor Towles, Paul Tremblay, and Andy Weir for a Sci-Fi Short Story Collection",BW
15-Apr-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q1 2019 Earnings Release for 25-April-2019 4:01 PM ET",FCSTEV
12-Apr-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules QTS Richmond Network Access Point Summit for 7-May-2019",FCSTEV
12-Apr-19,AMZN-US,Amazon Provides Robotics Grants to 100 Schools in Underserved and Underrepresented Communities Across the Country to Inspire Next Generation of Computer Scientists,BW
11-Apr-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q1 2019 Earnings Call for 25-April-2019 5:30 PM ET",FCSTEV
11-Apr-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Annual General Meeting for 22-May-2019 12:00 PM ET",FCSTEV
11-Apr-19,AMZN-US,Amazon.com to Webcast First Quarter 2019 Financial Results Conference Call,BW
10-Apr-19,AMZN-US,"Amazon Expands Grocery Delivery from Whole Foods Market to Asheville, Charlottesville, Columbia, Lexington, Little Rock, Manchester, Mobile, Naples and Savannah",BW
9-Apr-19,AMZN-US,Amazon kündigt drei neue Projekte für erneuerbare Energien zur Unterstützung der globalen Infrastruktur von AWS an,BW
9-Apr-19,AMZN-US,"Amazon Releases 50 New Tools and Services for Selling Partners since the Beginning of the Year, Enabling SMBs to Sell More Than Half of All Units in Amazon's Stores",BW
9-Apr-19,AMZN-US,Amazon anuncia tres nuevos proyectos de energías renovables para respaldar la infraestructura global de AWS,BW
8-Apr-19,AMZN-US,Amazon annonce trois nouveaux projets d'énergie renouvelable pour prendre en charge les infrastructures mondiales d'AWS,BW
8-Apr-19,AMZN-US,Amazon kondigt drie nieuwe projecten voor hernieuwbare energie aan ter ondersteuning van de wereldwijde AWS-infrastructuur,BW
8-Apr-19,AMZN-US,Amazon annuncia tre progetti per la generazione di energia rinnovabile a sostegno dell'infrastruttura globale di AWS,BW
8-Apr-19,AMZN-US,Amazon listed as Visionary Leader by 360Quadrants in AI in Fintech,PRNE
8-Apr-19,AMZN-US,Amazon Announces Three New Renewable Energy Projects to Support AWS Global Infrastructure,BW
3-Apr-19,AMZN-US,AWS to Open New Region in Indonesia,BW
2-Apr-19,AMZN-US,"Amazon Awards $40,000 Scholarships and Guaranteed Internship Offers to 100 Students to Pursue Undergraduate Degrees in Computer Science",BW
28-Mar-19,AMZN-US,Amazon Expands Austin Tech Hub and Announces Plans to Create 800 New Tech Jobs,BW
27-Mar-19,AMZN-US,AWS Announces General Availability of Concurrency Scaling for Amazon Redshift,BW
27-Mar-19,AMZN-US,AWS Announces General Availability of Amazon S3 Glacier Deep Archive-the Lowest Cost Storage in the Cloud,BW
27-Mar-19,AMZN-US,Open for Business: Shop Amazon's Curated Storefront for the 2019 Coachella Valley Music and Arts Festival,BW
27-Mar-19,AMZN-US,Volkswagen and AWS Join Forces to Transform Automotive Manufacturing,BW
26-Mar-19,AMZN-US,Standard Bank Group Selects AWS as Its Preferred Cloud Provider,BW
26-Mar-19,AMZN-US,IMDbPro Track Now Notifies Members About Updates to IMDb Pages of Professionals and Projects They Follow,BW
26-Mar-19,AMZN-US,Consumers Demand Innovative Over-The-Top Solutions for Media Sharing,PRN
25-Mar-19,AMZN-US,"Amazon Selling Partner Conferences Sell Out in Six Weeks, with 1,800+ Small and Medium Sized Businesses Set to Learn about How to Build and Grow their Sales Online",BW
20-Mar-19,AMZN-US,MLB.TV Now Available on Prime Video Channels,BW
20-Mar-19,AMZN-US,All-New Kindle Now With an Adjustable Front Light For Just $89.99,BW
20-Mar-19,AMZN-US,"Amazon Kicks Off Spring with the Launch of Belei, its First Dedicated Skincare Line",BW
20-Mar-19,AMZN-US,All-New Kindle Now with an Adjustable Front Light for Just $119.99,CNW
18-Mar-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules SEMICON China Conference for 20-March-2019 3:45 AM ET",FCSTEV
15-Mar-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Game Developers Conference - Panel for 18-March-2019 8:30 PM ET",FCSTEV
13-Mar-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules GSMA Mobile World Congress for 22-October-2019",FCSTEV
13-Mar-19,AMZN-US,Gogo Goes All-In on AWS,BW
6-Mar-19,AMZN-US,"Amazon, Berkshire Hathaway, JPMorgan Chase Health Care Venture Launches Website and Announces Its Name: Haven",BW
6-Mar-19,AMZN-US,Une recherche révolutionnaire sur la mémoire montre que l'extrait de la plante amazonienne griffe de chat PTI-00703 est un puissant inhibiteur et réducteur des plaques et des enchevêtrements cérébraux,PRNE
28-Feb-19,AMZN-US,"Amazon Prime Members: Pick Your Delivery Day, Plan Your Week",BW
28-Feb-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules International Wireless Communication Expo for 4-March-2019",FCSTEV
26-Feb-19,AMZN-US,Lyft Goes All-In on AWS,BW
25-Feb-19,AMZN-US,Woot! Celebrates Amazon Prime Members This Week In A Big Way - And We Mean Big,PRN
21-Feb-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules IHS Markit CERAWeek Conference for 11-March-2019",FCSTEV
21-Feb-19,AMZN-US,When Ecommerce Goes Brick and Mortar: Amazon is Using Whole Foods Acquisition,BW
21-Feb-19,AMZN-US,"Amazon Future Engineer Brings Computer Science Courses to More Than 1,000 High Schools in Underprivileged Communities Across All 50 States",BW
21-Feb-19,AMZN-US,Audible Introduces Dedicated Home for Spanish-Language Audio Entertainment,BW
21-Feb-19,AMZN-US,Audible presenta un lugar dedicado al entretenimiento de audio en español,BW
20-Feb-19,AMZN-US,For the First Time Ever the IMDb Live-Streaming Oscars Companion Show Will Broadcast from the Legendary Elton John AIDS Foundation Academy Awards Viewing Party,BW
19-Feb-19,AMZN-US,Audible and Broadway Video Join Forces to Create Robust Slate of Original Audio Comedy Projects,BW
17-Feb-19,AMZN-US,Rivian kondigt door Amazon geleide investeringsronde aan van $ 700 miljoen,PRNE
15-Feb-19,AMZN-US,Second Spectrum and L.A. Clippers Select AWS as Official Cloud and Machine Learning Provider of Clippers CourtVision,BW
12-Feb-19,AMZN-US,"Forgot Sunscreen, Sandals or Sunglasses? Customers Can Shop and Ship to an Amazon Locker at the 2019 Coachella Valley Music and Arts Festival",BW
11-Feb-19,AMZN-US,Amazon to Acquire eero to Help Customers Better Connect Smart Home Devices,BW
11-Feb-19,AMZN-US,Amazon Canada Announces Prime FREE One-Day Delivery Expansion to 13 New Cities and Towns across Canada,CNW
8-Feb-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Money20/20 Europe Conference for 3-June-2019",FCSTEV
7-Feb-19,AMZN-US,Audible Announces Second Round of Theater Commissions from $5 Million Emerging Playwrights Fund,BW
6-Feb-19,AMZN-US,"Amazon Crossing To Publish a True Crime Story From the Archives of Stieg Larsson, the International Best-Selling Author of The Girl with the Dragon Tattoo",BW
4-Feb-19,AMZN-US,Victoria Gets Lucky as it Tops Amazon Canada's List of Canada's Most Romantic Cities for the Seventh Consecutive Year,CNW
31-Jan-19,AMZN-US,"Guinness Six Nations Championship to use AWS Analytics, Machine Learning, and Deep Learning Technologies to Revolutionize the Rugby Viewing Experience",BW
31-Jan-19,AMZN-US,Amazon.com Announces Fourth Quarter Sales up 20% to $72.4 Billion,BW
25-Jan-19,AMZN-US,Mindy Kaling Receives the IMDb STARmeter Award at the 2019 Sundance Film Festival,BW
25-Jan-19,AMZN-US,"Amazon Publishing Announces Amazon Crossing Kids, an Imprint for Children's Books in Translation",BW
24-Jan-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Money20/20 Asia Conference for 19-March-2019",FCSTEV
24-Jan-19,AMZN-US,"New Year, New Offer: Amazon Canada Launches New Prime Student Monthly Offer for University and College Students",CNW
23-Jan-19,AMZN-US,AWS Announces Amazon WorkLink,BW
23-Jan-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules SaaStr Conference for 5-February-2019",FCSTEV
23-Jan-19,AMZN-US,IMDb Brings the Sundance Film Festival Experience to Film Fans around the World with Original Video Interviews and a Celebration of the Hit SHOWTIME Comedy SHAMELESS,BW
18-Jan-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q4 2018 Earnings Release for 31-January-2019 4:01 PM ET",FCSTEV
18-Jan-19,AMZN-US,"Amazon Stores Helping Build the Future of Business: More than 50,000 Small and Medium-sized Businesses Exceeded $500,000 in Sales in Amazon's Stores in 2018",BW
17-Jan-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q4 2018 Earnings Call for 31-January-2019 5:30 PM ET",FCSTEV
17-Jan-19,AMZN-US,Amazon.com to Webcast Fourth Quarter 2018 Financial Results Conference Call,BW
17-Jan-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Enterprise Connect Conference for 18-March-2019",FCSTEV
17-Jan-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules eGain Customer Contact Week Conference for 24-June-2019",FCSTEV
16-Jan-19,AMZN-US,Amazon Web Services Announces AWS Backup,BW
16-Jan-19,AMZN-US,"IMDb Launches New Digital Series, UnMade, Enlisting Comedians to Reveal Their Passion Projects That Never Got off the Ground",BW
16-Jan-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Things Conference for 31-January-2019",FCSTEV
14-Jan-19,AMZN-US,Choice Hotels Goes All-In on AWS,BW
14-Jan-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Alexa Conference for 15-January-2019",FCSTEV
10-Jan-19,AMZN-US,IMDb Launches Freedive - A Free Streaming Video Channel Featuring Hit Movies and TV Shows,BW
9-Jan-19,AMZN-US,AWS Announces Amazon DocumentDB (with MongoDB Compatibility),BW
7-Jan-19,AMZN-US,"Key by Amazon Introduces New Products and Services to Expand Its Secure, Convenient Keyless Entry Offerings for Customers",BW
7-Jan-19,AMZN-US,"CES 2019: Ring Alarm Expands Functionality With New Sensors, Smart Locks and Voice Control",BW
7-Jan-19,AMZN-US,"CES 2019: Ring Reimagines Home Security (Again), Launches Door View Cam, A New Video Doorbell Designed to Make Your Door Viewer Smart",BW
4-Jan-19,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules CES CONNECTIONS Summit - Panel for 8-January-2019 1:15 PM ET",FCSTEV
26-Dec-18,AMZN-US,Amazon Customers Made This Holiday Season Record-Breaking with More Items Ordered Worldwide Than Ever Before,BW
26-Dec-18,AMZN-US,Amazon Customers Made this Holiday Season Record Breaking with More Items Ordered Worldwide than Ever Before,CNW
21-Dec-18,AMZN-US,Amazon Announces First Mississippi Fulfillment Center,BW
20-Dec-18,AMZN-US,"Amazon's Air Network Expands to Support the Growth of Prime Fast, Free Shipping for Customers",BW
18-Dec-18,AMZN-US,Amazon Announces Third Annual Digital Day with Thousands of Digital Deals on December 28,BW
18-Dec-18,AMZN-US,Amazon expands Toronto Tech Hub and announces plans to create 600 new tech jobs,CNW
17-Dec-18,AMZN-US,Amazon Announces New Fulfillment Centre in Edmonton Metro Region,CNW
15-Dec-18,AMZN-US,Amazon Web Services lance une nouvelle région en Suède,BW
14-Dec-18,AMZN-US,Amazon Web Services eröffnet neue Region in Schweden,BW
13-Dec-18,AMZN-US,"Amazon Extends Holiday Free Shipping Promotion to December 18 and Expands Prime FREE One-Day Shipping (or faster) to 10,000 Cities and Towns",BW
12-Dec-18,AMZN-US,Amazon Web Services Launches New Region in Sweden,BW
11-Dec-18,AMZN-US,IMDb Announces Top 10 Movies and TV Shows of 2018,BW
7-Dec-18,AMZN-US,"IMDb #10 Breakout Star of 2018 Jacob Elordi Receives the IMDb STARmeter Award on the Set of ""The IMDb Show""",BW
4-Dec-18,AMZN-US,IMDb Announces the Top 10 Stars and Top 10 Breakout Stars of 2018 as Determined by Page Views,BW
4-Dec-18,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Brainstorm Design Conference for 5-March-2019",FCSTEV
3-Dec-18,AMZN-US,Code.org and Amazon Kick Off Hour of Code: Dance Party to Introduce One Million Girls to Coding,BW
2-Dec-18,AMZN-US,CORRECTING and REPLACING Amazon's Best of Prime 2018: Prime Members Worldwide Ordered Two Billion Products with One-Day Delivery or Faster,BW
29-Nov-18,AMZN-US,AWS Announces the DeepRacer League (DRL),BW
29-Nov-18,AMZN-US,National Australia Bank Selects AWS as its Long Term Strategic Cloud Provider,BW
28-Nov-18,AMZN-US,"Amazon Web Services Announces 13 New Machine Learning Services and Capabilities, Including a Custom Chip for Machine Learning Inference, and a 1/18 Scale Autonomous Race Car for Developers",BW
28-Nov-18,AMZN-US,"Amazon Web Services Announces Three Services to Build and Deploy Faster, Manage Data Easier",BW
